,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1417,Ciência de dados com python,livros,62.93,0.0,08/03/2022,Mariana Ferreira,SP,5,cartao_credito,5,-22.19,-48.79
1418,Poltrona,moveis,277.82,16.4458735575,27/08/2021,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
1419,Poltrona,moveis,350.46,16.2453797412,31/07/2020,Bianca Santos,RS,5,cartao_credito,3,-30.17,-53.5
1420,Pandeiro,instrumentos musicais,41.76,0.0,26/04/2021,Bianca Santos,BA,3,cartao_credito,4,-13.29,-41.71
1421,Faqueiro,utilidades domesticas,59.41,0.0,11/05/2022,Isabella Pereira,SP,5,cartao_debito,1,-22.19,-48.79
1422,Bateria,instrumentos musicais,1042.85,53.1130642526,17/07/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
1423,Jogo de panelas,utilidades domesticas,177.78,7.0506892324,17/01/2023,Bruno Rodrigues,PR,5,boleto,1,-24.89,-51.55
1424,Jogo de panelas,utilidades domesticas,278.46,17.9909736027,29/01/2022,Camila Ribeiro,DF,5,cartao_credito,2,-15.83,-47.86
1425,Jogo de panelas,utilidades domesticas,175.95,10.7679235179,20/07/2022,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
1426,Xadrez de madeira,brinquedos,32.87,2.2813331389,25/06/2021,Bianca Santos,SP,3,cartao_credito,2,-22.19,-48.79
1427,Jogo de tabuleiro,brinquedos,327.7,18.3888869783,06/03/2021,Pedro Gomes,RS,5,cartao_credito,4,-30.17,-53.5
1428,Pandeiro,instrumentos musicais,70.23,4.0226621285,20/01/2021,João Souza,RJ,1,cartao_credito,1,-22.25,-42.66
1429,Bola de vôlei,esporte e lazer,77.41,4.4049755282,24/03/2020,Juliana Costa,MG,5,cartao_credito,6,-18.1,-44.38
1430,Mesa de centro,moveis,277.78,12.375388392,13/09/2022,Mariana Ferreira,SP,4,cartao_credito,3,-22.19,-48.79
1431,Modelagem preditiva,livros,102.25,8.6083212135,26/07/2020,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
1432,Violão,instrumentos musicais,476.63,28.5429299273,04/02/2021,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
1433,Sofá retrátil,moveis,866.97,43.7479833706,19/10/2020,Larissa Alves,SP,1,cartao_credito,6,-22.19,-48.79
1434,Boneca bebê,brinquedos,61.0,0.0,05/12/2022,Juliana Costa,RS,1,cupom,1,-30.17,-53.5
1435,Impressora,eletronicos,465.81,22.3874202219,17/11/2021,Lucas Oliveira,RS,5,cartao_credito,1,-30.17,-53.5
1436,Jogo de copos,utilidades domesticas,48.5,2.8656050011,23/10/2022,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
1437,Copo térmico,esporte e lazer,83.46,4.9702589082,07/08/2022,Bruno Rodrigues,SP,3,boleto,1,-22.19,-48.79
1438,Pandeiro,instrumentos musicais,94.22,2.6013706146,20/09/2021,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
1439,Mochila,esporte e lazer,128.85,4.4453139336,05/08/2021,Larissa Alves,RJ,3,boleto,1,-22.25,-42.66
1440,Guarda roupas,moveis,627.78,37.9074350961,16/12/2020,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
1441,Cadeira de escritório,moveis,496.55,24.0242327435,26/03/2021,Thiago Silva,SC,4,cartao_credito,5,-27.45,-50.95
1442,Headset,eletronicos,316.82,14.4541509439,28/12/2021,Isabella Pereira,RJ,4,boleto,1,-22.25,-42.66
1443,Dashboards com Power BI,livros,59.19,3.6779544221,06/11/2020,Larissa Alves,RS,5,cartao_credito,1,-30.17,-53.5
1444,Violão,instrumentos musicais,254.63,11.1427205366,06/02/2023,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
1445,Guarda roupas,moveis,693.3,37.4424042633,16/03/2021,Lucas Oliveira,RJ,3,cupom,1,-22.25,-42.66
1446,Geladeira,eletrodomesticos,2556.1,136.3934120315,12/08/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1447,Bicicleta,esporte e lazer,764.41,41.3895449967,25/02/2022,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
1448,Impressora,eletronicos,385.29,23.6793497149,03/03/2021,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
1449,Mesa de jantar,moveis,456.08,21.8693269936,07/08/2020,Pedro Gomes,RS,3,cartao_credito,8,-30.17,-53.5
1450,Jogo de copos,utilidades domesticas,36.63,0.0,10/10/2021,Larissa Alves,MG,1,cartao_credito,3,-18.1,-44.38
1451,Lava louças,eletrodomesticos,1997.95,106.6679527686,30/08/2020,Thiago Silva,DF,5,cartao_credito,2,-15.83,-47.86
1452,Smartwatch,eletronicos,189.37,10.9717979736,10/03/2020,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
1453,Fone de ouvido,eletronicos,61.5,0.0,22/11/2021,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
1454,Cômoda,moveis,350.5,16.2475096209,13/11/2021,Thiago Silva,PR,5,cartao_credito,1,-24.89,-51.55
1455,Modelagem preditiva,livros,85.17,5.2220584248,25/03/2022,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
1456,Bola de vôlei,esporte e lazer,59.53,6.3336097325,31/01/2022,Pedro Gomes,BA,1,cupom,1,-13.29,-41.71
1457,Fone de ouvido,eletronicos,173.76,9.5353231685,20/10/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
1458,Jogo de copos,utilidades domesticas,49.22,3.3078290769,13/06/2021,Larissa Alves,GO,5,boleto,1,-15.98,-49.86
1459,Corda de pular,esporte e lazer,25.71,10.4633665189,27/02/2020,Pedro Gomes,SC,4,cartao_credito,10,-27.45,-50.95
1460,Faqueiro,utilidades domesticas,47.55,0.0,30/04/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
1461,Ciência de dados com python,livros,64.18,10.9729722065,06/04/2020,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
1462,Smart TV,eletronicos,1979.75,103.0001706792,17/02/2020,Pedro Gomes,SP,5,cartao_credito,6,-22.19,-48.79
1463,Bateria,instrumentos musicais,960.58,51.4367719998,26/06/2021,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
1464,Guitarra,instrumentos musicais,1123.16,57.3893301477,24/02/2022,Pedro Gomes,SP,5,cartao_credito,3,-22.19,-48.79
1465,Fone de ouvido,eletronicos,180.46,9.8920780122,21/11/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1466,TV Led UHD 4K,eletronicos,3157.95,169.5504524581,23/09/2021,João Souza,SP,1,cartao_credito,10,-22.19,-48.79
1467,Bola de vôlei,esporte e lazer,74.7,1.5619893386,24/10/2021,Thiago Silva,PR,5,boleto,1,-24.89,-51.55
1468,Mochila,esporte e lazer,139.46,5.0102645144,28/06/2022,Felipe Santos,SP,4,cartao_credito,3,-22.19,-48.79
1469,Cama king,moveis,883.74,47.339622262,09/11/2020,Larissa Alves,RS,5,cartao_credito,3,-30.17,-53.5
1470,Bicicleta,esporte e lazer,901.92,48.3076525693,04/02/2023,Pedro Gomes,SP,1,cartao_credito,10,-22.19,-48.79
1471,Secadora de roupas,eletrodomesticos,1016.19,54.6401649154,20/03/2020,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
1472,Jogo de copos,utilidades domesticas,52.81,3.1007504384,30/09/2021,Felipe Santos,ES,2,boleto,1,-19.19,-40.34
1473,Bateria,instrumentos musicais,723.8,41.7039888402,17/03/2022,Bianca Santos,MS,5,cartao_credito,2,-20.51,-54.54
1474,Secadora de roupas,eletrodomesticos,1058.88,57.2705896365,06/01/2021,João Souza,PA,1,cartao_credito,2,-3.79,-52.48
1475,Jogo de copos,utilidades domesticas,56.8,3.3075550314,01/12/2020,Bianca Santos,RJ,1,cartao_credito,6,-22.25,-42.66
1476,Tablet ABXY,eletronicos,1845.47,99.2055734134,25/01/2022,Camila Ribeiro,MG,5,cartao_credito,3,-18.1,-44.38
1477,Modelagem preditiva,livros,85.82,2.1540958852,26/02/2022,Lucas Oliveira,SP,2,cartao_credito,2,-22.19,-48.79
1478,Headset,eletronicos,127.42,4.3691707356,24/12/2022,Isabella Pereira,MG,5,cartao_credito,1,-18.1,-44.38
1479,Copo térmico,esporte e lazer,63.51,3.664842345,10/01/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1480,Fone de ouvido,eletronicos,158.02,5.9985286784,11/04/2021,Beatriz Moraes,SP,1,cartao_credito,6,-22.19,-48.79
1481,Copo térmico,esporte e lazer,35.91,2.4432039934,29/10/2021,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
1482,Mesa de centro,moveis,263.29,23.1137867824,14/09/2020,Lucas Oliveira,AL,5,boleto,1,-9.62,-36.82
1483,Secadora de roupas,eletrodomesticos,1736.83,93.3693875892,25/12/2021,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
1484,Mesa de centro,moveis,209.26,12.0308806364,08/03/2020,Beatriz Moraes,ES,4,boleto,1,-19.19,-40.34
1485,Boneca bebê,brinquedos,66.77,4.086406154,15/03/2021,Mariana Ferreira,RJ,1,cupom,1,-22.25,-42.66
1486,TV Led UHD 4K,eletronicos,3449.89,184.5846790132,12/11/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1487,Blocos de montar,brinquedos,34.59,0.0,16/02/2022,Lucas Oliveira,SP,5,cartao_credito,10,-22.19,-48.79
1488,Lava louças,eletrodomesticos,1793.54,96.3890244826,05/09/2020,João Souza,SP,4,cartao_credito,3,-22.19,-48.79
1489,Lava louças,eletrodomesticos,1993.67,103.7413688022,04/06/2021,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
1490,Secadora de roupas,eletrodomesticos,1787.09,95.688270737,13/02/2022,João Souza,RS,2,cartao_credito,6,-30.17,-53.5
1491,Bicicleta,esporte e lazer,688.8,44.4785374292,25/07/2021,Thiago Silva,AL,4,cartao_credito,3,-9.62,-36.82
1492,Cama king,moveis,641.21,31.7269425479,14/10/2022,Isabella Pereira,ES,4,boleto,1,-19.19,-40.34
1493,Carrinho controle remoto,brinquedos,82.21,1.9618742455,21/12/2020,Pedro Gomes,SP,3,cartao_credito,1,-22.19,-48.79
1494,Kit banquetas,moveis,376.83,20.5961683684,24/08/2022,Rafael Costa,BA,5,boleto,1,-13.29,-41.71
1495,Cômoda,moveis,392.89,21.203336437,11/09/2022,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
1496,Lavadora de roupas,eletrodomesticos,1920.01,99.8191954012,01/01/2020,Juliana Costa,ES,5,cartao_credito,2,-19.19,-40.34
1497,Smartwatch,eletronicos,264.88,11.6885022004,07/04/2022,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
1498,Jogo de copos,utilidades domesticas,40.73,0.0,04/10/2021,Bruno Rodrigues,RJ,5,boleto,1,-22.25,-42.66
1499,Jogo de panelas,utilidades domesticas,271.28,12.0292829466,11/04/2020,Camila Ribeiro,DF,1,cartao_credito,1,-15.83,-47.86
1500,Micro-ondas,eletrodomesticos,724.3,38.8499219219,08/05/2021,João Souza,SP,5,cartao_credito,9,-22.19,-48.79
1501,Corda de pular,esporte e lazer,23.72,1.7941231658,12/03/2022,Isabella Pereira,RS,4,cartao_credito,1,-30.17,-53.5
1502,Lava louças,eletrodomesticos,1735.93,90.0174891882,07/09/2020,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
1503,Faqueiro,utilidades domesticas,47.22,3.2013350937,12/06/2020,Lucas Oliveira,SP,4,cupom,1,-22.19,-48.79
1504,Geladeira,eletrodomesticos,3212.11,171.5662987015,19/02/2020,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
1505,Pandeiro,instrumentos musicais,57.44,0.0,22/04/2022,Thiago Silva,SP,5,cartao_credito,9,-22.19,-48.79
1506,Iniciando em programação,livros,51.88,0.0,16/03/2021,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
1507,Impressora,eletronicos,354.92,19.1815481661,07/01/2022,Larissa Alves,TO,3,cartao_credito,4,-9.46,-48.26
1508,Tablet ABXY,eletronicos,2264.7,118.1729009345,14/05/2020,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
1509,Lavadora de roupas,eletrodomesticos,1640.74,84.9489080581,29/01/2023,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
1510,Bicicleta,esporte e lazer,746.37,37.3263961841,12/09/2021,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
1511,Kit banquetas,moveis,339.99,21.2672609956,25/09/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
1512,Blocos de montar,brinquedos,38.22,2.323876831,31/10/2021,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
1513,Sofá retrátil,moveis,952.25,48.288886814,27/02/2023,Thiago Silva,PE,5,cartao_credito,1,-8.38,-37.86
1514,Lava louças,eletrodomesticos,1304.52,67.0462045436,01/08/2021,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
1515,Impressora,eletronicos,456.91,25.0160950808,20/03/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
1516,Cadeira de escritório,moveis,468.0,28.0834083898,02/01/2020,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
1517,Fogão,eletrodomesticos,1273.07,68.0702735002,21/07/2020,João Souza,RJ,5,cartao_credito,10,-22.25,-42.66
1518,Cubo mágico 8x8,brinquedos,24.5,0.0,23/09/2022,Pedro Gomes,RJ,5,cupom,1,-22.25,-42.66
1519,Guarda roupas,moveis,687.16,34.1736418117,21/03/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1520,Carrinho controle remoto,brinquedos,72.91,5.2813535038,26/09/2022,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
1521,Mesa de jantar,moveis,305.53,13.8529924088,30/06/2021,Felipe Santos,MG,4,cartao_credito,4,-18.1,-44.38
1522,Mesa de centro,moveis,231.17,13.1975222223,16/01/2021,Juliana Costa,AP,2,cartao_credito,4,1.41,-51.77
1523,Kit banquetas,moveis,452.48,21.6776378239,20/09/2021,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
1524,Sofá retrátil,moveis,806.8,43.490777345,30/04/2020,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
1525,Blocos de montar,brinquedos,36.84,0.0,01/01/2022,Pedro Gomes,SP,4,boleto,1,-22.19,-48.79
1526,Guarda roupas,moveis,690.42,37.6512031129,12/11/2021,Pedro Gomes,GO,4,cartao_credito,1,-15.98,-49.86
1527,Cômoda,moveis,325.91,17.6368529399,17/03/2022,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
1528,Bola de basquete,esporte e lazer,86.63,4.9015636942,19/06/2021,Thiago Silva,MT,4,cartao_credito,2,-12.64,-55.42
1529,Iniciando em programação,livros,81.41,10.714451951,30/09/2022,Thiago Silva,ES,1,cartao_credito,10,-19.19,-40.34
1530,Iniciando em programação,livros,79.03,5.147957578,16/12/2022,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
1531,Ciência de dados com python,livros,55.22,0.0,09/01/2023,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
1532,Pandeiro,instrumentos musicais,58.72,3.4154401587,07/06/2021,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
1533,Pandeiro,instrumentos musicais,123.94,4.1838712048,28/02/2022,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
1534,Tablet ABXY,eletronicos,1439.11,86.2092216104,04/11/2020,Bianca Santos,RJ,3,cartao_credito,2,-22.25,-42.66
1535,Headset,eletronicos,111.79,6.8408963655,22/05/2022,Thiago Silva,SC,1,cartao_credito,1,-27.45,-50.95
1536,Fogão,eletrodomesticos,1050.74,53.5331830163,25/06/2022,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
1537,Poltrona,moveis,388.05,21.1935996141,21/05/2021,Bianca Santos,DF,1,cartao_credito,10,-15.83,-47.86
1538,Jogo de tabuleiro,brinquedos,176.08,9.9068348054,06/05/2022,Pedro Gomes,RS,4,cartao_credito,2,-30.17,-53.5
1539,Jogo de copos,utilidades domesticas,34.59,2.124939348,28/02/2020,Thiago Silva,RJ,5,cartao_credito,7,-22.25,-42.66
1540,Fone de ouvido,eletronicos,158.78,9.1415694762,15/03/2023,Bruno Rodrigues,RJ,4,cartao_credito,7,-22.25,-42.66
1541,Smart TV,eletronicos,1708.94,97.2378492052,13/03/2022,Thiago Silva,RJ,2,cartao_credito,5,-22.25,-42.66
1542,Corda de pular,esporte e lazer,12.97,1.2168784705,28/04/2021,Juliana Costa,MG,1,cartao_credito,1,-18.1,-44.38
1543,Cubo mágico 8x8,brinquedos,27.07,0.0,04/12/2022,Mariana Ferreira,SP,5,cartao_credito,4,-22.19,-48.79
1544,Sofá retrátil,moveis,968.79,52.1162575137,10/08/2020,Isabella Pereira,SP,3,cartao_credito,6,-22.19,-48.79
1545,Carrinho controle remoto,brinquedos,85.69,2.1471737763,08/12/2021,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1546,Modelagem preditiva,livros,101.31,5.6775786273,15/01/2021,João Souza,MG,3,boleto,1,-18.1,-44.38
1547,Cômoda,moveis,391.32,18.4210518179,30/01/2023,Bruno Rodrigues,MG,4,cartao_credito,10,-18.1,-44.38
1548,Boneca bebê,brinquedos,50.27,3.3637384181,16/06/2020,João Souza,MG,1,boleto,1,-18.1,-44.38
1549,Pandeiro,instrumentos musicais,53.2,3.3638444781,08/11/2022,Bruno Rodrigues,DF,5,cartao_credito,5,-15.83,-47.86
1550,Blocos de montar,brinquedos,41.98,2.5184346159,11/04/2021,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
1551,Bola de basquete,esporte e lazer,88.85,5.0197720155,04/02/2021,Bruno Rodrigues,PE,5,cartao_credito,8,-8.38,-37.86
1552,Dinossauro Rex,brinquedos,21.26,1.6631355665,12/07/2020,Beatriz Moraes,SP,4,cartao_credito,2,-22.19,-48.79
1553,Bicicleta,esporte e lazer,766.7,38.4089075233,05/05/2020,Juliana Costa,RS,5,cartao_credito,4,-30.17,-53.5
1554,Ciência de dados com python,livros,86.94,4.9124193581,20/03/2021,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
1555,Modelagem preditiva,livros,87.34,2.2350313124,26/04/2021,Lucas Oliveira,SP,3,cartao_credito,8,-22.19,-48.79
1556,Sofá retrátil,moveis,940.84,50.3856763857,30/03/2021,Thiago Silva,SC,5,cartao_credito,2,-27.45,-50.95
1557,Sofá retrátil,moveis,930.32,47.1211802883,18/06/2020,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
1558,Cama king,moveis,1092.57,55.7605046748,19/08/2021,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
1559,Assistente virtual,eletronicos,303.65,19.332265321,23/08/2021,Bianca Santos,CE,1,cupom,1,-5.2,-39.53
1560,Fogão,eletrodomesticos,563.04,30.2633120571,30/12/2021,Beatriz Moraes,AL,5,cartao_credito,4,-9.62,-36.82
1561,Assistente virtual,eletronicos,181.71,18.7698972079,25/03/2021,Bianca Santos,SP,1,cartao_debito,1,-22.19,-48.79
1562,Bola de basquete,esporte e lazer,69.35,1.2771179336,21/09/2020,Juliana Costa,MG,4,cartao_credito,4,-18.1,-44.38
1563,Jogo de copos,utilidades domesticas,59.3,3.6886511268,20/05/2020,Bianca Santos,RJ,3,cartao_credito,1,-22.25,-42.66
1564,Poltrona,moveis,254.47,13.8385387637,30/09/2021,Lucas Oliveira,SP,4,cartao_credito,1,-22.19,-48.79
1565,Blocos de montar,brinquedos,41.87,2.5125774469,16/05/2020,Lucas Oliveira,MG,5,cartao_credito,5,-18.1,-44.38
1566,Geladeira,eletrodomesticos,2239.38,122.4040643637,13/05/2021,Bruno Rodrigues,RJ,3,cartao_credito,5,-22.25,-42.66
1567,Xadrez de madeira,brinquedos,29.93,0.0,18/07/2020,Pedro Gomes,SC,4,boleto,1,-27.45,-50.95
1568,Cama box,moveis,610.44,30.0885326164,14/05/2020,Lucas Oliveira,SP,4,cartao_credito,2,-22.19,-48.79
1569,Jogo de panelas,utilidades domesticas,116.7,6.5027007315,30/03/2022,Bianca Santos,SC,4,boleto,1,-27.45,-50.95
1570,Smartwatch,eletronicos,287.36,12.8854945715,07/03/2020,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1571,Mesa de jantar,moveis,426.37,20.2873588733,20/12/2022,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1572,Iniciando em programação,livros,59.69,9.5579272936,03/09/2020,Camila Ribeiro,SC,5,cartao_credito,3,-27.45,-50.95
1573,Kit banquetas,moveis,356.61,19.5195141983,09/08/2020,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1574,Lavadora de roupas,eletrodomesticos,2059.72,110.5623087057,31/05/2020,Felipe Santos,MG,4,cartao_credito,3,-18.1,-44.38
1575,Micro-ondas,eletrodomesticos,1068.96,57.4500086619,08/06/2020,Mariana Ferreira,SP,3,boleto,1,-22.19,-48.79
1576,Assistente virtual,eletronicos,162.24,6.223230983,23/07/2021,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
1577,Xadrez de madeira,brinquedos,40.0,3.5289950104,30/01/2020,Bruno Rodrigues,ES,5,cartao_credito,1,-19.19,-40.34
1578,Guarda roupas,moveis,616.03,30.3861832995,16/01/2022,Bianca Santos,SP,5,cartao_credito,7,-22.19,-48.79
1579,Cadeira de escritório,moveis,432.38,20.6073732928,20/09/2020,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
1580,Tablet ABXY,eletronicos,1886.81,100.998060739,03/01/2021,Bianca Santos,BA,4,cartao_credito,8,-13.29,-41.71
1581,Pandeiro,instrumentos musicais,106.36,5.9521268384,20/12/2022,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
1582,Celular Plus X42,eletronicos,2924.32,153.2956815313,07/05/2021,Larissa Alves,RS,2,cartao_credito,1,-30.17,-53.5
1583,Violão,instrumentos musicais,349.42,19.4939789786,23/02/2023,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
1584,Geladeira,eletrodomesticos,3227.68,172.7526650105,10/09/2022,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
1585,Xadrez de madeira,brinquedos,49.19,3.5076346916,10/08/2022,Thiago Silva,SP,4,cupom,1,-22.19,-48.79
1586,Bicicleta,esporte e lazer,694.69,34.5745916584,08/09/2020,Mariana Ferreira,SC,5,cartao_credito,3,-27.45,-50.95
1587,Bola de basquete,esporte e lazer,78.97,1.7893539927,17/05/2020,João Souza,RJ,4,cartao_credito,10,-22.25,-42.66
1588,Secadora de roupas,eletrodomesticos,1476.01,76.1775311324,06/07/2021,Bianca Santos,RJ,5,cartao_credito,12,-22.25,-42.66
1589,Copo térmico,esporte e lazer,46.16,0.0,24/06/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1590,Fone de ouvido,eletronicos,193.05,10.8055967172,29/12/2020,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
1591,Corda de pular,esporte e lazer,34.21,2.1047054912,02/11/2022,Pedro Gomes,RS,5,cartao_credito,5,-30.17,-53.5
1592,Modelagem preditiva,livros,86.33,2.1812518509,29/06/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1593,Xadrez de madeira,brinquedos,34.56,2.3713205547,30/01/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1594,Pandeiro,instrumentos musicais,125.87,4.2866378986,27/11/2022,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
1595,Micro-ondas,eletrodomesticos,603.9,29.7402972914,01/10/2022,Mariana Ferreira,MG,2,cartao_credito,7,-18.1,-44.38
1596,Kit banquetas,moveis,437.67,26.4684271347,17/04/2022,Mariana Ferreira,AL,5,cartao_credito,6,-9.62,-36.82
1597,Pandeiro,instrumentos musicais,81.65,4.878721389,08/12/2021,Rafael Costa,MG,4,cartao_credito,3,-18.1,-44.38
1598,Celular ABXY,eletronicos,1200.6,64.2114640192,01/09/2022,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
1599,Dinossauro Rex,brinquedos,19.31,1.5593039329,24/06/2021,Bruno Rodrigues,PR,5,cartao_credito,1,-24.89,-51.55
1600,Lava louças,eletrodomesticos,1951.94,104.8233479515,03/02/2021,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
1601,Dinossauro Rex,brinquedos,26.97,0.0,25/03/2020,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
1602,Bicicleta,esporte e lazer,672.69,36.349823302,19/05/2020,Mariana Ferreira,SP,3,cartao_credito,5,-22.19,-48.79
1603,Carrinho controle remoto,brinquedos,111.41,6.2153732425,06/11/2021,Pedro Gomes,MG,4,cartao_credito,2,-18.1,-44.38
1604,Cama box,moveis,766.15,41.3262871366,13/02/2021,Pedro Gomes,SP,4,cartao_credito,2,-22.19,-48.79
1605,Kit banquetas,moveis,300.65,13.5931470898,22/10/2021,João Souza,PE,5,boleto,1,-8.38,-37.86
1606,TV Led UHD 4K,eletronicos,2295.13,123.0971829974,27/06/2021,Bianca Santos,MG,4,cartao_credito,5,-18.1,-44.38
1607,Bateria,instrumentos musicais,860.34,43.3949558164,01/10/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
1608,Tablet ABXY,eletronicos,2068.18,110.4131398918,11/12/2021,João Souza,PR,5,cartao_credito,5,-24.89,-51.55
1609,Secadora de roupas,eletrodomesticos,1027.0,54.9677862781,17/12/2022,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
1610,Jogo de copos,utilidades domesticas,34.68,0.0,17/03/2022,Lucas Oliveira,SC,1,cartao_credito,1,-27.45,-50.95
1611,Boneca bebê,brinquedos,66.34,1.1168444889,26/11/2022,João Souza,DF,5,boleto,1,-15.83,-47.86
1612,Bateria,instrumentos musicais,666.9,33.094857762,21/10/2021,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
1613,Corda de pular,esporte e lazer,12.51,0.0,19/01/2022,Thiago Silva,SC,5,boleto,1,-27.45,-50.95
1614,Blocos de montar,brinquedos,50.35,3.3679981774,30/04/2022,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
1615,Geladeira,eletrodomesticos,2320.42,123.8385101486,04/06/2022,Rafael Costa,AC,5,cartao_credito,3,-8.77,-70.55
1616,Tablet ABXY,eletronicos,865.48,52.3261416734,20/03/2020,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
