,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1331,Dinossauro Rex,brinquedos,28.39,7.753617478,07/09/2022,Juliana Costa,PE,3,cartao_credito,1,-8.38,-37.86
1332,Smart TV,eletronicos,1796.72,96.201039266,13/12/2021,Juliana Costa,BA,1,cartao_credito,3,-13.29,-41.71
1333,Guarda roupas,moveis,672.7,36.5062633974,17/05/2020,Camila Ribeiro,RS,5,cartao_credito,1,-30.17,-53.5
1334,Cubo mágico 8x8,brinquedos,23.17,1.516858704,19/08/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
1335,Xadrez de madeira,brinquedos,40.86,0.0,05/02/2020,João Souza,MG,4,cartao_credito,1,-18.1,-44.38
1336,Lava louças,eletrodomesticos,1503.3,80.3349792789,13/05/2021,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
1337,Corda de pular,esporte e lazer,23.44,0.0,08/02/2023,Bruno Rodrigues,SP,1,cartao_credito,8,-22.19,-48.79
1338,Geladeira,eletrodomesticos,2752.36,144.1393288564,26/06/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
1339,Cubo mágico 8x8,brinquedos,19.84,1.9448354883,26/01/2021,Larissa Alves,SC,5,boleto,1,-27.45,-50.95
1340,Bola de basquete,esporte e lazer,34.84,0.0,25/04/2022,Pedro Gomes,PA,4,cartao_credito,7,-3.79,-52.48
1341,Kit banquetas,moveis,389.06,30.7133594857,03/01/2020,Larissa Alves,CE,5,cupom,1,-5.2,-39.53
1342,Smart TV,eletronicos,2038.83,106.1460029427,13/07/2020,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
1343,Dinossauro Rex,brinquedos,20.9,2.0012772994,13/03/2023,Thiago Silva,SP,5,cartao_credito,7,-22.19,-48.79
1344,TV Led UHD 4K,eletronicos,3914.97,206.0448137562,30/06/2021,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
1345,Faqueiro,utilidades domesticas,59.56,4.0598059945,06/07/2020,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
1346,Secadora de roupas,eletrodomesticos,1630.25,87.745755882,20/03/2020,Larissa Alves,AM,3,boleto,1,-3.47,-65.1
1347,Blocos de montar,brinquedos,50.78,3.6437300654,30/01/2023,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
1348,Corda de pular,esporte e lazer,18.57,0.0,08/04/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
1349,Poltrona,moveis,308.87,14.0308373607,30/12/2021,Camila Ribeiro,RJ,5,cartao_credito,3,-22.25,-42.66
1350,Cubo mágico 8x8,brinquedos,14.9,1.6817953498,11/03/2022,Bruno Rodrigues,MG,4,cartao_credito,2,-18.1,-44.38
1351,Mesa de jantar,moveis,231.49,9.910585151,13/01/2021,Felipe Santos,SP,2,cupom,1,-22.19,-48.79
1352,Headset,eletronicos,131.07,7.8674983635,07/08/2022,João Souza,RS,5,cartao_credito,1,-30.17,-53.5
1353,Micro-ondas,eletrodomesticos,591.66,29.0885541143,18/11/2020,Bianca Santos,PR,5,cartao_credito,1,-24.89,-51.55
1354,Xadrez de madeira,brinquedos,46.99,0.0,24/02/2022,Thiago Silva,SP,5,cartao_credito,10,-22.19,-48.79
1355,Jogo de copos,utilidades domesticas,56.77,3.3059576216,30/11/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
1356,Cadeira de escritório,moveis,518.36,25.1855496302,20/02/2021,Beatriz Moraes,SP,1,cartao_credito,4,-22.19,-48.79
1357,Kit banquetas,moveis,402.45,19.0136908343,26/11/2022,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
1358,Fogão,eletrodomesticos,1302.16,66.9205416434,28/11/2020,Bianca Santos,SP,4,cartao_credito,8,-22.19,-48.79
1359,Jogo de copos,utilidades domesticas,58.11,6.2579990044,27/04/2022,Bianca Santos,RS,4,cartao_credito,6,-30.17,-53.5
1360,Guarda roupas,moveis,682.24,36.8583320718,17/02/2020,Beatriz Moraes,RJ,4,cartao_credito,1,-22.25,-42.66
1361,Bateria,instrumentos musicais,1088.29,58.8365836593,27/02/2022,Beatriz Moraes,RS,1,cartao_credito,1,-30.17,-53.5
1362,Cômoda,moveis,385.57,21.2174547003,12/06/2020,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
1363,Fogão,eletrodomesticos,1398.42,72.0460970545,31/01/2023,Pedro Gomes,MG,4,cartao_credito,10,-18.1,-44.38
1364,Lava louças,eletrodomesticos,1576.22,84.4600776191,31/01/2020,Isabella Pereira,MG,3,cartao_credito,10,-18.1,-44.38
1365,Micro-ondas,eletrodomesticos,991.35,50.3708441854,21/11/2020,Pedro Gomes,SP,1,cartao_credito,3,-22.19,-48.79
1366,Modelagem preditiva,livros,108.86,3.3809065716,27/02/2021,Mariana Ferreira,RJ,1,cupom,1,-22.25,-42.66
1367,Tablet ABXY,eletronicos,1962.13,102.0619586872,07/10/2021,Isabella Pereira,RJ,4,cartao_credito,10,-22.25,-42.66
1368,TV Led UHD 4K,eletronicos,3460.01,184.7662279183,16/07/2020,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
1369,Blocos de montar,brinquedos,52.98,3.1041515235,06/09/2020,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
1370,Mochila,esporte e lazer,131.43,7.5293566306,02/06/2022,Mariana Ferreira,RJ,5,cupom,1,-22.25,-42.66
1371,TV Led UHD 4K,eletronicos,3440.96,180.8052072696,17/11/2021,Beatriz Moraes,SP,5,cartao_credito,7,-22.19,-48.79
1372,Pandeiro,instrumentos musicais,47.05,2.7883968633,01/01/2023,Bianca Santos,RS,5,cartao_credito,6,-30.17,-53.5
1373,Tablet ABXY,eletronicos,1373.92,73.6882112191,17/12/2020,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
1374,Cubo mágico 8x8,brinquedos,21.38,2.0268358553,13/09/2021,Camila Ribeiro,MT,5,cartao_credito,10,-12.64,-55.42
1375,Xadrez de madeira,brinquedos,37.51,5.1611109775,09/10/2022,Pedro Gomes,PR,4,cartao_credito,5,-24.89,-51.55
1376,Mesa de jantar,moveis,435.03,20.7484778205,22/02/2023,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
1377,Celular Plus X42,eletronicos,2285.65,119.2884254085,29/09/2020,Isabella Pereira,GO,4,cartao_credito,1,-15.98,-49.86
1378,Mochila,esporte e lazer,112.38,6.2670228243,23/04/2020,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
1379,Cadeira de escritório,moveis,649.83,35.489907724,01/08/2020,Rafael Costa,SP,5,cartao_credito,10,-22.19,-48.79
1380,Secadora de roupas,eletrodomesticos,1302.15,70.0225822577,11/10/2021,Isabella Pereira,RO,5,cartao_credito,1,-10.83,-63.34
1381,Cômoda,moveis,377.72,20.6435581909,15/02/2023,Beatriz Moraes,SC,3,cartao_credito,2,-27.45,-50.95
1382,Carrinho controle remoto,brinquedos,97.95,2.7999818932,21/12/2020,Beatriz Moraes,SP,5,cartao_credito,7,-22.19,-48.79
1383,Guitarra,instrumentos musicais,826.53,47.1740522869,03/03/2023,Thiago Silva,SC,5,boleto,1,-27.45,-50.95
1384,Fone de ouvido,eletronicos,167.12,9.1874140478,09/06/2022,Felipe Santos,SP,3,boleto,1,-22.19,-48.79
1385,Pandeiro,instrumentos musicais,59.37,0.0,27/10/2020,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
1386,Jogo de tabuleiro,brinquedos,239.71,19.1434507207,06/07/2021,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
1387,Celular ABXY,eletronicos,1371.06,70.5892593644,13/09/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1388,Iniciando em programação,livros,41.53,2.7424520861,21/04/2020,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
1389,Dinossauro Rex,brinquedos,20.13,0.0,23/03/2022,Bruno Rodrigues,MG,5,cartao_credito,3,-18.1,-44.38
1390,Geladeira,eletrodomesticos,3185.35,167.1947437477,20/07/2022,João Souza,PE,5,boleto,1,-8.38,-37.86
1391,Dashboards com Power BI,livros,38.6,2.5864384007,31/01/2022,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
1392,Fone de ouvido,eletronicos,118.06,6.9733519784,27/01/2020,Juliana Costa,RJ,5,cupom,1,-22.25,-42.66
1393,Corda de pular,esporte e lazer,12.15,1.3339630985,03/02/2022,Rafael Costa,MT,4,cartao_credito,10,-12.64,-55.42
1394,Secadora de roupas,eletrodomesticos,1923.05,102.9228921788,06/12/2021,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
1395,Secadora de roupas,eletrodomesticos,1487.15,76.7707026188,16/02/2022,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
1396,Micro-ondas,eletrodomesticos,721.26,35.9893642251,06/06/2022,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
1397,Celular Plus X42,eletronicos,2828.58,155.0934142013,06/02/2020,Juliana Costa,SP,2,boleto,1,-22.19,-48.79
1398,Dashboards com Power BI,livros,52.47,3.0826464613,02/01/2023,Felipe Santos,MG,3,cartao_credito,6,-18.1,-44.38
1399,Celular Plus X42,eletronicos,2913.5,152.7195490822,29/06/2022,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
1400,Blocos de montar,brinquedos,45.43,2.7021367369,23/07/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1401,Smart TV,eletronicos,1946.55,101.2323705582,06/11/2020,Pedro Gomes,SP,2,cartao_debito,1,-22.19,-48.79
1402,Violão,instrumentos musicais,286.74,15.551168279,11/05/2022,João Souza,RJ,5,cartao_credito,8,-22.25,-42.66
1403,Bola de basquete,esporte e lazer,48.83,2.8831765084,13/10/2021,Bianca Santos,MA,1,cartao_credito,2,-5.42,-45.44
1404,Dinossauro Rex,brinquedos,23.03,0.0,16/05/2022,Camila Ribeiro,ES,5,boleto,1,-19.19,-40.34
1405,Jogo de panelas,utilidades domesticas,248.48,14.1192276468,10/03/2022,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
1406,Bola de basquete,esporte e lazer,61.73,0.0,19/02/2022,Lucas Oliveira,SC,4,cartao_credito,3,-27.45,-50.95
1407,Faqueiro,utilidades domesticas,76.6,4.361845465,21/09/2020,Larissa Alves,PR,1,boleto,1,-24.89,-51.55
1408,Cama king,moveis,1171.17,62.892383673,04/04/2021,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
1409,Mochila,esporte e lazer,129.47,4.4783270684,27/08/2021,Camila Ribeiro,GO,1,cartao_credito,1,-15.98,-49.86
1410,Mesa de centro,moveis,284.82,15.4489340552,21/06/2021,Mariana Ferreira,RJ,5,cupom,1,-22.25,-42.66
1411,Carrinho controle remoto,brinquedos,109.51,6.7194932247,12/07/2021,Rafael Costa,SP,1,boleto,1,-22.19,-48.79
1412,Boneca bebê,brinquedos,56.1,0.0,17/12/2022,Thiago Silva,SP,1,cartao_credito,1,-22.19,-48.79
1413,Cama king,moveis,825.21,51.7419595528,14/06/2021,Felipe Santos,MG,5,cartao_credito,3,-18.1,-44.38
1414,Corda de pular,esporte e lazer,14.24,0.0,26/06/2022,Bruno Rodrigues,RS,5,cartao_credito,1,-30.17,-53.5
1415,Modelagem preditiva,livros,83.92,4.757264347,22/07/2021,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1416,Geladeira,eletrodomesticos,2435.56,127.2706819187,08/04/2021,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
1417,Cadeira de escritório,moveis,314.68,17.2868678407,19/02/2022,João Souza,MA,5,cartao_credito,9,-5.42,-45.44
1418,Poltrona,moveis,258.7,14.7148445581,21/04/2021,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
1419,Copo térmico,esporte e lazer,46.48,5.6387364922,09/02/2020,Mariana Ferreira,SP,5,cartao_credito,4,-22.19,-48.79
1420,Jogo de tabuleiro,brinquedos,321.19,14.6868402972,08/09/2022,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
1421,Poltrona,moveis,339.57,22.5611196482,23/11/2022,Larissa Alves,PR,5,cartao_credito,6,-24.89,-51.55
1422,Kit banquetas,moveis,328.9,25.3109866449,17/11/2021,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
1423,Mesa de centro,moveis,192.32,11.1803092559,30/11/2022,Mariana Ferreira,DF,5,cartao_credito,4,-15.83,-47.86
1424,Poltrona,moveis,330.76,15.1964140068,05/02/2021,Felipe Santos,MG,5,cartao_credito,3,-18.1,-44.38
1425,Bola de vôlei,esporte e lazer,55.1,3.2170351457,01/02/2023,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
1426,Assistente virtual,eletronicos,166.65,9.1567370582,25/07/2021,Beatriz Moraes,ES,5,cartao_credito,10,-19.19,-40.34
1427,Tablet ABXY,eletronicos,1445.68,74.5625498773,29/04/2020,Lucas Oliveira,SE,3,cartao_credito,1,-10.57,-37.45
1428,Secadora de roupas,eletrodomesticos,1318.52,67.7916624259,13/08/2022,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
1429,Smartwatch,eletronicos,292.91,15.8797022172,02/04/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
1430,Cadeira de escritório,moveis,523.49,28.163044443,10/03/2021,Camila Ribeiro,PR,3,cartao_credito,4,-24.89,-51.55
1431,Xadrez de madeira,brinquedos,41.39,2.4870188909,26/06/2020,Lucas Oliveira,SP,4,cartao_credito,2,-22.19,-48.79
1432,Mesa de jantar,moveis,217.18,9.1486207013,10/10/2021,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
1433,Micro-ondas,eletrodomesticos,750.35,43.1176964671,08/02/2023,Beatriz Moraes,SP,4,cartao_credito,3,-22.19,-48.79
1434,Dashboards com Power BI,livros,53.8,3.395792673,15/01/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
1435,Xadrez de madeira,brinquedos,35.9,0.0,02/01/2023,Juliana Costa,SP,3,cartao_credito,3,-22.19,-48.79
1436,TV Led UHD 4K,eletronicos,2045.26,116.7059516499,07/12/2021,João Souza,DF,5,cartao_credito,3,-15.83,-47.86
1437,Jogo de tabuleiro,brinquedos,250.26,13.856696642,26/03/2022,Camila Ribeiro,SP,5,cartao_credito,6,-22.19,-48.79
1438,Headset,eletronicos,240.9,10.4116393419,12/03/2020,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
1439,Bicicleta,esporte e lazer,781.7,42.563021163,02/03/2021,Juliana Costa,PE,1,cartao_credito,2,-8.38,-37.86
1440,Impressora,eletronicos,370.68,17.3220339113,12/10/2021,Rafael Costa,MG,4,cartao_credito,1,-18.1,-44.38
1441,Bicicleta,esporte e lazer,645.54,34.9041674802,23/03/2021,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
1442,Celular ABXY,eletronicos,1288.84,66.2112917154,08/05/2020,Bruno Rodrigues,GO,4,cartao_credito,5,-15.98,-49.86
1443,Celular Plus X42,eletronicos,2651.62,148.9888389654,20/04/2022,Felipe Santos,RJ,4,cartao_credito,5,-22.25,-42.66
1444,Poltrona,moveis,385.74,18.1239336047,12/01/2021,Felipe Santos,GO,5,boleto,1,-15.98,-49.86
1445,Tablet ABXY,eletronicos,2051.62,109.9296050494,22/08/2021,Thiago Silva,MG,1,cartao_credito,5,-18.1,-44.38
1446,Corda de pular,esporte e lazer,23.93,0.0,10/05/2020,Felipe Santos,MG,1,boleto,1,-18.1,-44.38
1447,Fogão,eletrodomesticos,853.26,43.0179671158,14/08/2020,Felipe Santos,ES,5,cupom,1,-19.19,-40.34
1448,Blocos de montar,brinquedos,37.31,0.0,13/04/2020,Bianca Santos,PE,3,cartao_credito,21,-8.38,-37.86
1449,Pandeiro,instrumentos musicais,44.01,2.8696650897,20/06/2020,João Souza,SP,2,cartao_credito,3,-22.19,-48.79
1450,Impressora,eletronicos,337.72,15.5670130683,24/07/2020,Felipe Santos,SC,4,cartao_credito,1,-27.45,-50.95
1451,Bicicleta,esporte e lazer,653.15,32.3627116275,21/02/2023,Thiago Silva,PE,5,cartao_credito,1,-8.38,-37.86
1452,Dashboards com Power BI,livros,48.1,10.3631899134,23/01/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
1453,Cômoda,moveis,417.55,19.8177204074,27/03/2020,Larissa Alves,BA,4,cartao_credito,3,-13.29,-41.71
1454,Bateria,instrumentos musicais,1191.16,64.3141016848,08/12/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1455,Modelagem preditiva,livros,97.99,2.8021117729,11/03/2023,João Souza,SC,1,boleto,1,-27.45,-50.95
1456,Impressora,eletronicos,312.33,14.2150719517,10/04/2021,Bianca Santos,RJ,5,boleto,1,-22.25,-42.66
1457,Sofá retrátil,moveis,931.96,49.9071921968,16/04/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1458,Cadeira de escritório,moveis,529.35,25.7707340679,12/07/2022,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
1459,Cadeira de escritório,moveis,387.99,21.5477154444,16/08/2021,Lucas Oliveira,PR,1,cartao_credito,3,-24.89,-51.55
1460,Secadora de roupas,eletrodomesticos,1055.13,56.8695103936,18/04/2021,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1461,Violão,instrumentos musicais,510.12,28.5614706997,21/03/2022,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
1462,Pandeiro,instrumentos musicais,60.11,3.4894534771,16/06/2021,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
1463,Jogo de copos,utilidades domesticas,38.3,2.5704643033,17/08/2020,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
1464,Jogo de tabuleiro,brinquedos,331.93,15.2587129869,05/01/2022,Rafael Costa,PE,5,boleto,1,-8.38,-37.86
1465,Cubo mágico 8x8,brinquedos,12.41,0.0,13/07/2022,Isabella Pereira,RJ,2,cartao_credito,10,-22.25,-42.66
1466,Lavadora de roupas,eletrodomesticos,1785.1,92.6356437649,12/11/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
1467,Dinossauro Rex,brinquedos,23.55,0.0,04/10/2021,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
1468,Lava louças,eletrodomesticos,1327.42,68.2655606512,07/03/2021,João Souza,SP,4,boleto,1,-22.19,-48.79
1469,Celular Plus X42,eletronicos,2776.76,148.1428931972,25/07/2021,Mariana Ferreira,BA,5,cartao_credito,2,-13.29,-41.71
1470,Cama box,moveis,895.97,45.2921461269,10/04/2022,Bruno Rodrigues,ES,4,cartao_credito,5,-19.19,-40.34
1471,Poltrona,moveis,342.84,18.786303124,08/02/2022,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
1472,Lava louças,eletrodomesticos,1427.33,73.5854675815,08/03/2021,Beatriz Moraes,RS,3,cupom,1,-30.17,-53.5
1473,Ciência de dados com python,livros,79.17,1.8000033911,06/04/2022,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
1474,Geladeira,eletrodomesticos,3265.83,171.4800616313,02/01/2023,Isabella Pereira,BA,5,cartao_credito,2,-13.29,-41.71
1475,Violão,instrumentos musicais,275.8,22.2411005681,17/07/2022,Thiago Silva,MS,4,cartao_credito,3,-20.51,-54.54
1476,Pandeiro,instrumentos musicais,92.0,5.429827752,16/10/2021,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1477,Mesa de jantar,moveis,226.15,12.3305839617,19/06/2021,Camila Ribeiro,ES,1,cartao_credito,8,-19.19,-40.34
1478,Blocos de montar,brinquedos,52.94,3.7073109101,21/03/2023,João Souza,SC,4,boleto,1,-27.45,-50.95
1479,Headset,eletronicos,265.18,11.7044762979,22/03/2020,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
1480,Lavadora de roupas,eletrodomesticos,1634.05,87.2913725267,27/12/2021,Thiago Silva,PR,4,cartao_credito,5,-24.89,-51.55
1481,Panela de pressão,utilidades domesticas,121.12,9.6130919449,27/12/2022,Camila Ribeiro,MG,5,cartao_credito,5,-18.1,-44.38
1482,TV Led UHD 4K,eletronicos,2389.37,127.7578688356,09/01/2022,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
1483,Celular Plus X42,eletronicos,2842.86,151.6568684382,01/05/2021,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
1484,Cubo mágico 8x8,brinquedos,20.51,0.0,25/10/2022,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1485,Sofá retrátil,moveis,994.74,50.5513514869,08/08/2020,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
1486,Cadeira de escritório,moveis,549.85,26.8622973956,15/07/2021,Beatriz Moraes,ES,5,boleto,1,-19.19,-40.34
1487,Mesa de jantar,moveis,448.61,21.4715719664,02/04/2022,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
1488,Cubo mágico 8x8,brinquedos,10.6,1.0906831005,22/06/2020,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
1489,Bicicleta,esporte e lazer,356.61,16.5728487395,11/10/2020,Felipe Santos,SP,2,boleto,1,-22.19,-48.79
1490,Cama king,moveis,992.17,53.1131935608,03/12/2022,Thiago Silva,MG,5,cartao_credito,1,-18.1,-44.38
1491,Bateria,instrumentos musicais,1449.32,78.0603450353,10/09/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
1492,Corda de pular,esporte e lazer,21.52,1.8328874097,19/03/2022,Bruno Rodrigues,GO,3,cartao_credito,1,-15.98,-49.86
1493,Bicicleta,esporte e lazer,629.28,33.7960436839,07/08/2021,Isabella Pereira,PR,4,cartao_credito,5,-24.89,-51.55
1494,Celular ABXY,eletronicos,1381.4,71.1398332575,11/08/2020,Juliana Costa,BA,4,cartao_credito,4,-13.29,-41.71
1495,Corda de pular,esporte e lazer,27.86,0.0,27/03/2020,Lucas Oliveira,PB,4,cartao_credito,8,-7.28,-36.72
1496,Headset,eletronicos,185.81,7.4782625749,12/01/2020,Thiago Silva,MG,3,cartao_credito,1,-18.1,-44.38
1497,Ciência de dados com python,livros,72.07,1.4219497507,18/11/2021,Larissa Alves,SP,5,cartao_credito,5,-22.19,-48.79
1498,Cama king,moveis,563.02,30.5102257337,23/04/2020,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
1499,Sofá retrátil,moveis,859.55,43.352890693,23/02/2022,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
1500,Dinossauro Rex,brinquedos,21.79,1.4490287591,26/09/2022,Rafael Costa,SP,5,cartao_credito,8,-22.19,-48.79
1501,Lavadora de roupas,eletrodomesticos,1726.66,89.5238895761,22/12/2022,Bianca Santos,MG,5,cartao_credito,2,-18.1,-44.38
1502,Smart TV,eletronicos,1672.23,86.6256558235,27/10/2020,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
1503,Sofá retrátil,moveis,893.68,47.8688973585,25/12/2021,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
1504,Lava louças,eletrodomesticos,1507.62,80.8073339955,06/12/2021,Pedro Gomes,RJ,1,boleto,1,-22.25,-42.66
1505,Mesa de centro,moveis,264.51,14.3674876559,30/04/2020,Larissa Alves,MT,1,cartao_credito,3,-12.64,-55.42
1506,Boneca bebê,brinquedos,53.48,3.3787536357,18/10/2021,Pedro Gomes,RJ,5,cartao_credito,3,-22.25,-42.66
1507,TV Led UHD 4K,eletronicos,3353.9,179.11618964,24/07/2022,Thiago Silva,MG,3,cartao_credito,2,-18.1,-44.38
1508,Modelagem preditiva,livros,72.95,1.4688071033,17/11/2022,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
1509,Cadeira de escritório,moveis,500.59,24.2393505896,26/06/2020,Pedro Gomes,MG,5,cartao_credito,6,-18.1,-44.38
1510,Cama box,moveis,798.89,45.7023054391,10/01/2021,Thiago Silva,SC,3,cartao_credito,10,-27.45,-50.95
1511,Cama box,moveis,896.02,45.2948084765,19/05/2022,Mariana Ferreira,RJ,1,cartao_credito,1,-22.25,-42.66
1512,Cubo mágico 8x8,brinquedos,10.45,0.0,03/12/2020,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
1513,Faqueiro,utilidades domesticas,78.56,7.3468999826,07/01/2021,Pedro Gomes,RS,1,cartao_credito,1,-30.17,-53.5
1514,Dinossauro Rex,brinquedos,27.91,0.0,23/01/2023,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
1515,Assistente virtual,eletronicos,333.81,15.3588173311,09/12/2022,Bruno Rodrigues,SP,3,cartao_credito,4,-22.19,-48.79
1516,Copo térmico,esporte e lazer,83.05,4.9532671772,28/02/2022,Lucas Oliveira,SP,5,cartao_credito,7,-22.19,-48.79
1517,Violão,instrumentos musicais,580.55,31.4436454964,06/11/2021,Camila Ribeiro,RJ,5,boleto,1,-22.25,-42.66
1518,Mesa de jantar,moveis,426.71,20.3054628504,28/09/2022,Juliana Costa,PR,4,cartao_credito,4,-24.89,-51.55
1519,Bateria,instrumentos musicais,598.95,35.0561019394,23/12/2020,Isabella Pereira,MS,5,cartao_credito,5,-20.51,-54.54
1520,Smart TV,eletronicos,2027.71,105.5538963961,27/05/2020,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
1521,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,01/07/2021,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
1522,Cadeira de escritório,moveis,685.84,37.0500212415,21/03/2023,Larissa Alves,RJ,3,cartao_credito,2,-22.25,-42.66
1523,Sofá retrátil,moveis,983.5,49.9528553014,21/11/2021,Juliana Costa,BA,4,cartao_credito,1,-13.29,-41.71
1524,Cômoda,moveis,351.9,19.2687208679,16/03/2022,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
1525,Smart TV,eletronicos,1732.88,89.8550858638,27/02/2023,Juliana Costa,RJ,1,cartao_credito,3,-22.25,-42.66
1526,Jogo de copos,utilidades domesticas,32.73,2.2738785601,08/03/2020,Camila Ribeiro,RS,3,boleto,1,-30.17,-53.5
1527,Pandeiro,instrumentos musicais,100.47,14.4441116107,20/01/2022,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
1528,Celular ABXY,eletronicos,1594.69,82.4968840951,01/07/2022,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
1529,Bola de basquete,esporte e lazer,39.74,3.7688297983,25/11/2022,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
